Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","250","France","58","Gross Production Value (constant 2014-2016 thousand US$)","01211","Asparagus","2018","2018","1000 US$","147996","E","Estimated value"
"QV","Value of Agricultural Production","250","France","58","Gross Production Value (constant 2014-2016 thousand US$)","01211","Asparagus","2019","2019","1000 US$","143058","E","Estimated value"
"QV","Value of Agricultural Production","250","France","58","Gross Production Value (constant 2014-2016 thousand US$)","01211","Asparagus","2020","2020","1000 US$","146135","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01311","Avocados","2018","2018","1000 Int. $","2247","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01311","Avocados","2019","2019","1000 Int. $","1900","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01311","Avocados","2020","2020","1000 Int. $","1863","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01312","Bananas","2018","2018","1000 Int. $","67830","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01312","Bananas","2019","2019","1000 Int. $","73562","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01312","Bananas","2020","2020","1000 Int. $","71631","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","0115","Barley","2018","2018","1000 Int. $","2151429","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","0115","Barley","2019","2019","1000 Int. $","2642897","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","0115","Barley","2020","2020","1000 Int. $","2001559","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","0115","Barley","2018","2018","1000 SLC","1825268","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","0115","Barley","2019","2019","1000 SLC","1955862","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","0115","Barley","2020","2020","1000 SLC","1525831","E","Estimated value"
"QV","Value of Agricultural Production","250","France","55","Gross Production Value (constant 2014-2016 thousand SLC)","0115","Barley","2018","2018","1000 SLC","1568301","E","Estimated value"
"QV","Value of Agricultural Production","250","France","55","Gross Production Value (constant 2014-2016 thousand SLC)","0115","Barley","2019","2019","1000 SLC","1926561","E","Estimated value"
"QV","Value of Agricultural Production","250","France","55","Gross Production Value (constant 2014-2016 thousand SLC)","0115","Barley","2020","2020","1000 SLC","1459052","E","Estimated value"
"QV","Value of Agricultural Production","250","France","57","Gross Production Value (current thousand US$)","0115","Barley","2018","2018","1000 US$","2155558","E","Estimated value"
"QV","Value of Agricultural Production","250","France","57","Gross Production Value (current thousand US$)","0115","Barley","2019","2019","1000 US$","2189538","E","Estimated value"
"QV","Value of Agricultural Production","250","France","57","Gross Production Value (current thousand US$)","0115","Barley","2020","2020","1000 US$","1742798","E","Estimated value"
"QV","Value of Agricultural Production","250","France","58","Gross Production Value (constant 2014-2016 thousand US$)","0115","Barley","2018","2018","1000 US$","1858981","E","Estimated value"
"QV","Value of Agricultural Production","250","France","58","Gross Production Value (constant 2014-2016 thousand US$)","0115","Barley","2019","2019","1000 US$","2283644","E","Estimated value"
"QV","Value of Agricultural Production","250","France","58","Gross Production Value (constant 2014-2016 thousand US$)","0115","Barley","2020","2020","1000 US$","1729484","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01355.01","Blueberries","2018","2018","1000 Int. $","22585","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01355.01","Blueberries","2019","2019","1000 Int. $","22271","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01355.01","Blueberries","2020","2020","1000 Int. $","22271","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01702","Broad beans and horse beans, dry","2018","2018","1000 Int. $","47941","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01702","Broad beans and horse beans, dry","2019","2019","1000 Int. $","59663","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01702","Broad beans and horse beans, dry","2020","2020","1000 Int. $","49919","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01243","Broad beans and horse beans, green","2018","2018","1000 Int. $","17762","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01243","Broad beans and horse beans, green","2019","2019","1000 Int. $","17108","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01243","Broad beans and horse beans, green","2020","2020","1000 Int. $","15869","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","01243","Broad beans and horse beans, green","2018","2018","1000 SLC","28218","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","01243","Broad beans and horse beans, green","2019","2019","1000 SLC","28381","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","01243","Broad beans and horse beans, green","2020","2020","1000 SLC","27392","E","Estimated value"
"QV","Value of Agricultural Production","250","France","55","Gross Production Value (constant 2014-2016 thousand SLC)","01243","Broad beans and horse beans, green","2018","2018","1000 SLC","26644","E","Estimated value"
"QV","Value of Agricultural Production","250","France","55","Gross Production Value (constant 2014-2016 thousand SLC)","01243","Broad beans and horse beans, green","2019","2019","1000 SLC","25662","E","Estimated value"
"QV","Value of Agricultural Production","250","France","55","Gross Production Value (constant 2014-2016 thousand SLC)","01243","Broad beans and horse beans, green","2020","2020","1000 SLC","23803","E","Estimated value"
"QV","Value of Agricultural Production","250","France","57","Gross Production Value (current thousand US$)","01243","Broad beans and horse beans, green","2018","2018","1000 US$","33324","E","Estimated value"
"QV","Value of Agricultural Production","250","France","57","Gross Production Value (current thousand US$)","01243","Broad beans and horse beans, green","2019","2019","1000 US$","31772","E","Estimated value"
"QV","Value of Agricultural Production","250","France","57","Gross Production Value (current thousand US$)","01243","Broad beans and horse beans, green","2020","2020","1000 US$","31287","E","Estimated value"
"QV","Value of Agricultural Production","250","France","58","Gross Production Value (constant 2014-2016 thousand US$)","01243","Broad beans and horse beans, green","2018","2018","1000 US$","31383","E","Estimated value"
"QV","Value of Agricultural Production","250","France","58","Gross Production Value (constant 2014-2016 thousand US$)","01243","Broad beans and horse beans, green","2019","2019","1000 US$","30226","E","Estimated value"
"QV","Value of Agricultural Production","250","France","58","Gross Production Value (constant 2014-2016 thousand US$)","01243","Broad beans and horse beans, green","2020","2020","1000 US$","28037","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01212","Cabbages","2018","2018","1000 Int. $","35308","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01212","Cabbages","2019","2019","1000 Int. $","37161","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01212","Cabbages","2020","2020","1000 Int. $","36733","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","01212","Cabbages","2018","2018","1000 SLC","101436","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","01212","Cabbages","2019","2019","1000 SLC","117660","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","01212","Cabbages","2020","2020","1000 SLC","113661","E","Estimated value"
"QV","Value of Agricultural Production","250","France","55","Gross Production Value (constant 2014-2016 thousand SLC)","01212","Cabbages","2018","2018","1000 SLC","104067","E","Estimated value"
"QV","Value of Agricultural Production","250","France","55","Gross Production Value (constant 2014-2016 thousand SLC)","01212","Cabbages","2019","2019","1000 SLC","109526","E","Estimated value"
"QV","Value of Agricultural Production","250","France","55","Gross Production Value (constant 2014-2016 thousand SLC)","01212","Cabbages","2020","2020","1000 SLC","108265","E","Estimated value"
"QV","Value of Agricultural Production","250","France","57","Gross Production Value (current thousand US$)","01212","Cabbages","2018","2018","1000 US$","119792","E","Estimated value"
"QV","Value of Agricultural Production","250","France","57","Gross Production Value (current thousand US$)","01212","Cabbages","2019","2019","1000 US$","131717","E","Estimated value"
"QV","Value of Agricultural Production","250","France","57","Gross Production Value (current thousand US$)","01212","Cabbages","2020","2020","1000 US$","129823","E","Estimated value"
"QV","Value of Agricultural Production","250","France","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","2018","2018","1000 US$","123048","E","Estimated value"
"QV","Value of Agricultural Production","250","France","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","2019","2019","1000 US$","129503","E","Estimated value"
"QV","Value of Agricultural Production","250","France","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","2020","2020","1000 US$","128012","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","2018","2018","1000 Int. $","95707","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","2019","2019","1000 Int. $","92897","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","2020","2020","1000 Int. $","100037","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01251","Carrots and turnips","2018","2018","1000 Int. $","147943","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01251","Carrots and turnips","2019","2019","1000 Int. $","147653","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01251","Carrots and turnips","2020","2020","1000 Int. $","145740","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","01251","Carrots and turnips","2018","2018","1000 SLC","141381","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","01251","Carrots and turnips","2019","2019","1000 SLC","131866","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","01251","Carrots and turnips","2020","2020","1000 SLC","131508","E","Estimated value"
"QV","Value of Agricultural Production","250","France","55","Gross Production Value (constant 2014-2016 thousand SLC)","01251","Carrots and turnips","2018","2018","1000 SLC","109092","E","Estimated value"
"QV","Value of Agricultural Production","250","France","55","Gross Production Value (constant 2014-2016 thousand SLC)","01251","Carrots and turnips","2019","2019","1000 SLC","108878","E","Estimated value"
"QV","Value of Agricultural Production","250","France","55","Gross Production Value (constant 2014-2016 thousand SLC)","01251","Carrots and turnips","2020","2020","1000 SLC","107468","E","Estimated value"
"QV","Value of Agricultural Production","250","France","57","Gross Production Value (current thousand US$)","01251","Carrots and turnips","2018","2018","1000 US$","166964","E","Estimated value"
"QV","Value of Agricultural Production","250","France","57","Gross Production Value (current thousand US$)","01251","Carrots and turnips","2019","2019","1000 US$","147621","E","Estimated value"
"QV","Value of Agricultural Production","250","France","57","Gross Production Value (current thousand US$)","01251","Carrots and turnips","2020","2020","1000 US$","150208","E","Estimated value"
"QV","Value of Agricultural Production","250","France","58","Gross Production Value (constant 2014-2016 thousand US$)","01251","Carrots and turnips","2018","2018","1000 US$","128383","E","Estimated value"
"QV","Value of Agricultural Production","250","France","58","Gross Production Value (constant 2014-2016 thousand US$)","01251","Carrots and turnips","2019","2019","1000 US$","128131","E","Estimated value"
"QV","Value of Agricultural Production","250","France","58","Gross Production Value (constant 2014-2016 thousand US$)","01251","Carrots and turnips","2020","2020","1000 US$","126471","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01213","Cauliflowers and broccoli","2018","2018","1000 Int. $","134841","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01213","Cauliflowers and broccoli","2019","2019","1000 Int. $","120969","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01213","Cauliflowers and broccoli","2020","2020","1000 Int. $","120668","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","01213","Cauliflowers and broccoli","2018","2018","1000 SLC","82676","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","01213","Cauliflowers and broccoli","2019","2019","1000 SLC","76168","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","01213","Cauliflowers and broccoli","2020","2020","1000 SLC","97059","E","Estimated value"
"QV","Value of Agricultural Production","250","France","55","Gross Production Value (constant 2014-2016 thousand SLC)","01213","Cauliflowers and broccoli","2018","2018","1000 SLC","74524","E","Estimated value"
"QV","Value of Agricultural Production","250","France","55","Gross Production Value (constant 2014-2016 thousand SLC)","01213","Cauliflowers and broccoli","2019","2019","1000 SLC","66857","E","Estimated value"
"QV","Value of Agricultural Production","250","France","55","Gross Production Value (constant 2014-2016 thousand SLC)","01213","Cauliflowers and broccoli","2020","2020","1000 SLC","66691","E","Estimated value"
"QV","Value of Agricultural Production","250","France","57","Gross Production Value (current thousand US$)","01213","Cauliflowers and broccoli","2018","2018","1000 US$","97637","E","Estimated value"
"QV","Value of Agricultural Production","250","France","57","Gross Production Value (current thousand US$)","01213","Cauliflowers and broccoli","2019","2019","1000 US$","85269","E","Estimated value"
"QV","Value of Agricultural Production","250","France","57","Gross Production Value (current thousand US$)","01213","Cauliflowers and broccoli","2020","2020","1000 US$","110860","E","Estimated value"
"QV","Value of Agricultural Production","250","France","58","Gross Production Value (constant 2014-2016 thousand US$)","01213","Cauliflowers and broccoli","2018","2018","1000 US$","88796","E","Estimated value"
"QV","Value of Agricultural Production","250","France","58","Gross Production Value (constant 2014-2016 thousand US$)","01213","Cauliflowers and broccoli","2019","2019","1000 US$","79661","E","Estimated value"
"QV","Value of Agricultural Production","250","France","58","Gross Production Value (constant 2014-2016 thousand US$)","01213","Cauliflowers and broccoli","2020","2020","1000 US$","79463","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01199.90","Cereals n.e.c.","2018","2018","1000 Int. $","54077","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01199.90","Cereals n.e.c.","2019","2019","1000 Int. $","65957","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01199.90","Cereals n.e.c.","2020","2020","1000 Int. $","90198","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01344.02","Cherries","2018","2018","1000 Int. $","51751","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01344.02","Cherries","2019","2019","1000 Int. $","56597","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01344.02","Cherries","2020","2020","1000 Int. $","57689","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","01344.02","Cherries","2018","2018","1000 SLC","100988","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","01344.02","Cherries","2019","2019","1000 SLC","130552","E","Estimated value"
"QV","Value of Agricultural Production","250","France","56","Gross Production Value (current thousand SLC)","01344.02","Cherries","2020","2020","1000 SLC","128807","E","Estimated value"
"QV","Value of Agricultural Production","250","France","55","Gross Production Value (constant 2014-2016 thousand SLC)","01344.02","Cherries","2018","2018","1000 SLC","78348","E","Estimated value"
"QV","Value of Agricultural Production","250","France","55","Gross Production Value (constant 2014-2016 thousand SLC)","01344.02","Cherries","2019","2019","1000 SLC","85684","E","Estimated value"
"QV","Value of Agricultural Production","250","France","55","Gross Production Value (constant 2014-2016 thousand SLC)","01344.02","Cherries","2020","2020","1000 SLC","87338","E","Estimated value"
"QV","Value of Agricultural Production","250","France","57","Gross Production Value (current thousand US$)","01344.02","Cherries","2018","2018","1000 US$","119262","E","Estimated value"
"QV","Value of Agricultural Production","250","France","57","Gross Production Value (current thousand US$)","01344.02","Cherries","2019","2019","1000 US$","146150","E","Estimated value"
"QV","Value of Agricultural Production","250","France","57","Gross Production Value (current thousand US$)","01344.02","Cherries","2020","2020","1000 US$","147123","E","Estimated value"
"QV","Value of Agricultural Production","250","France","58","Gross Production Value (constant 2014-2016 thousand US$)","01344.02","Cherries","2018","2018","1000 US$","91693","E","Estimated value"
"QV","Value of Agricultural Production","250","France","58","Gross Production Value (constant 2014-2016 thousand US$)","01344.02","Cherries","2019","2019","1000 US$","100279","E","Estimated value"
"QV","Value of Agricultural Production","250","France","58","Gross Production Value (constant 2014-2016 thousand US$)","01344.02","Cherries","2020","2020","1000 US$","102214","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01373","Chestnuts, in shell","2018","2018","1000 Int. $","14517","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01373","Chestnuts, in shell","2019","2019","1000 Int. $","12264","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01373","Chestnuts, in shell","2020","2020","1000 Int. $","14784","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2018","2018","1000 Int. $","21214","E","Estimated value"
"QV","Value of Agricultural Production","250","France","152","Gross Production Value (constant 2014-2016 thousand I$)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2019","2019","1000 Int. $","21328","E","Estimated value"
